Mac_kodu,TFF_mac_linki,Ev_sahibi,Ev_sahibi_gol,Misafir_takim,Misafir_takim_gol,Stat,Ana_hakem,Tarih_saat,2024_25_sezon_maclari.csv,Sonuc,Ev_sahibi_ID,Misafir_ID,Hakem_ID,Gol_Farki
1113.0,https://www.tff.org/Default.aspx?pageId=29&macId=207266,AYTEMİZ ALANYASPOR,5.0,MKE ANKARAGÜCÜ,0.0,BAHÇEŞEHİR OKULLARI STADYUMU - ANTALYA - ALANYA,ALPER ULUSOY,30.11.2019 - 17:30,,1,23,130,11,5.0
1117.0,https://www.tff.org/Default.aspx?pageId=29&macId=207270,GÖZTEPE A.Ş.,2.0,FENERBAHÇE A.Ş.,2.0,BORNOVA AZİZ KOCAOĞLU STADYUMU - İZMİR - BORNOVA,ABDULKADİR BİTİGEN,30.11.2019 - 20:00,,0,90,68,2,0.0
1110.0,https://www.tff.org/Default.aspx?pageId=29&macId=207263,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,YUKATEL DENİZLİSPOR,2.0,KALYON STADYUMU - GAZİANTEP,ATİLLA KARAOĞLAN,1.12.2019 - 14:00,,2,78,165,22,-1.0
1115.0,https://www.tff.org/Default.aspx?pageId=29&macId=207268,MEDİPOL BAŞAKŞEHİR FK,2.0,ANTALYASPOR A.Ş.,0.0,BAŞAKŞEHİR FATİH TERİM - İSTANBUL - BAŞAKŞEHİR,SERKAN TOKAT,1.12.2019 - 16:30,,1,125,17,160,2.0
1114.0,https://www.tff.org/Default.aspx?pageId=29&macId=207267,TRABZONSPOR A.Ş.,1.0,GALATASARAY A.Ş.,1.0,ŞENOL GÜNEŞ SPOR KOMPLEKSİ - TRABZON - TRABZON MER,ALİ PALABIYIK,1.12.2019 - 19:00,,0,157,76,15,0.0
1116.0,https://www.tff.org/Default.aspx?pageId=29&macId=207269,BEŞİKTAŞ A.Ş.,4.0,İSTİKBAL MOBİLYA KAYSERİSPOR,1.0,VODAFONE PARK - İSTANBUL - BEŞİKTAŞ,ÜMİT ÖZTÜRK,2.12.2019 - 20:00,,1,34,184,209,3.0
1118.0,https://www.tff.org/Default.aspx?pageId=29&macId=207271,FENERBAHÇE A.Ş.,5.0,GENÇLERBİRLİĞİ,2.0,ÜLKER STADYUMU FB ŞÜKRÜ SARACOĞLU SPOR KOMPLEKSİ -,ALİ ŞANSALAN,6.12.2019 - 20:30,,1,68,83,18,3.0
1119.0,https://www.tff.org/Default.aspx?pageId=29&macId=207272,BTC TURK YENİ MALATYASPOR,1.0,DEMİR GRUP SİVASSPOR,3.0,YENİ MALATYA STADYUMU - MALATYA - MALATYA MERKEZ,ÜMİT ÖZTÜRK,7.12.2019 - 15:00,,2,38,51,209,-2.0
1122.0,https://www.tff.org/Default.aspx?pageId=29&macId=207275,MKE ANKARAGÜCÜ,1.0,GÖZTEPE A.Ş.,3.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,METE KALKAVAN,7.12.2019 - 17:30,,2,130,90,105,-2.0
1120.0,https://www.tff.org/Default.aspx?pageId=29&macId=207273,GALATASARAY A.Ş.,1.0,AYTEMİZ ALANYASPOR,0.0,ALİ SAMİ YEN SPOR KOMPLEKSİ TÜRK TELEKOM STADYUMU ,HALİL UMUT MELER,7.12.2019 - 20:00,,1,76,23,74,1.0
1125.0,https://www.tff.org/Default.aspx?pageId=29&macId=207278,İTTİFAK HOLDİNG KONYASPOR,0.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,0.0,KONYA BÜYÜKŞEHİR BELEDİYE STADYUMU - KONYA,ALİ PALABIYIK,8.12.2019 - 14:00,,0,185,78,15,0.0
1121.0,https://www.tff.org/Default.aspx?pageId=29&macId=207274,ANTALYASPOR A.Ş.,1.0,TRABZONSPOR A.Ş.,3.0,ANTALYA STADYUMU - ANTALYA,YAŞAR KEMAL UĞURLU,8.12.2019 - 16:30,,2,17,157,184,-2.0
1126.0,https://www.tff.org/Default.aspx?pageId=29&macId=207279,YUKATEL DENİZLİSPOR,1.0,MEDİPOL BAŞAKŞEHİR FK,1.0,DENİZLİ ATATÜRK STADI - DENİZLİ,ALPER ULUSOY,8.12.2019 - 16:30,,0,165,125,11,0.0
1123.0,https://www.tff.org/Default.aspx?pageId=29&macId=207276,KASIMPAŞA A.Ş.,2.0,BEŞİKTAŞ A.Ş.,3.0,RECEP TAYYİP ERDOĞAN STADYUMU - İSTANBUL,ARDA KARDEŞLER,8.12.2019 - 19:00,,2,103,34,20,-1.0
1124.0,https://www.tff.org/Default.aspx?pageId=29&macId=207277,İSTİKBAL MOBİLYA KAYSERİSPOR,1.0,ÇAYKUR RİZESPOR A.Ş.,0.0,BÜYÜKŞEHİR BELEDİYESİ KADİR HAS - KAYSERİ,FIRAT AYDINUS,9.12.2019 - 20:00,,1,184,176,66,1.0
1131.0,https://www.tff.org/Default.aspx?pageId=29&macId=207284,AYTEMİZ ALANYASPOR,0.0,ANTALYASPOR A.Ş.,0.0,BAHÇEŞEHİR OKULLARI STADYUMU - ANTALYA - ALANYA,ZORBAY KÜÇÜK,13.12.2019 - 20:30,,0,23,17,195,0.0
1129.0,https://www.tff.org/Default.aspx?pageId=29&macId=207282,ÇAYKUR RİZESPOR A.Ş.,0.0,KASIMPAŞA A.Ş.,3.0,ÇAYKUR DİDİ - RİZE,ÜMİT ÖZTÜRK,14.12.2019 - 15:00,,2,176,103,209,-3.0
1130.0,https://www.tff.org/Default.aspx?pageId=29&macId=207283,GENÇLERBİRLİĞİ,3.0,GÖZTEPE A.Ş.,1.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,CÜNEYT ÇAKIR,14.12.2019 - 17:00,,1,83,90,48,2.0
1135.0,https://www.tff.org/Default.aspx?pageId=29&macId=207288,GALATASARAY A.Ş.,2.0,MKE ANKARAGÜCÜ,2.0,ALİ SAMİ YEN SPOR KOMPLEKSİ TÜRK TELEKOM STADYUMU ,ALİ ŞANSALAN,14.12.2019 - 20:00,,0,76,130,18,0.0
1133.0,https://www.tff.org/Default.aspx?pageId=29&macId=207286,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,3.0,İSTİKBAL MOBİLYA KAYSERİSPOR,0.0,KALYON STADYUMU - GAZİANTEP,ÖZGÜR YANKAYA,15.12.2019 - 14:00,,1,78,184,205,3.0
1127.0,https://www.tff.org/Default.aspx?pageId=29&macId=207280,DEMİR GRUP SİVASSPOR,3.0,FENERBAHÇE A.Ş.,1.0,YENİ 4 EYLÜL STADI - SİVAS,ALİ PALABIYIK,15.12.2019 - 16:30,,1,51,68,15,2.0
1134.0,https://www.tff.org/Default.aspx?pageId=29&macId=207287,BEŞİKTAŞ A.Ş.,0.0,BTC TURK YENİ MALATYASPOR,2.0,VODAFONE PARK - İSTANBUL - BEŞİKTAŞ,YAŞAR KEMAL UĞURLU,15.12.2019 - 19:00,,2,34,38,184,-2.0
1128.0,https://www.tff.org/Default.aspx?pageId=29&macId=207281,TRABZONSPOR A.Ş.,1.0,YUKATEL DENİZLİSPOR,2.0,ŞENOL GÜNEŞ SPOR KOMPLEKSİ - TRABZON - TRABZON MER,HALİS ÖZKAHYA,16.12.2019 - 20:00,,2,157,165,75,-1.0
1132.0,https://www.tff.org/Default.aspx?pageId=29&macId=207285,MEDİPOL BAŞAKŞEHİR FK,1.0,İTTİFAK HOLDİNG KONYASPOR,1.0,BAŞAKŞEHİR FATİH TERİM - İSTANBUL - BAŞAKŞEHİR,HÜSEYİN GÖÇEK,16.12.2019 - 20:00,,0,125,185,86,0.0
1139.0,https://www.tff.org/Default.aspx?pageId=29&macId=207292,ANTALYASPOR A.Ş.,2.0,MKE ANKARAGÜCÜ,2.0,ANTALYA STADYUMU - ANTALYA,FIRAT AYDINUS,20.12.2019 - 20:30,,0,17,130,66,0.0
1136.0,https://www.tff.org/Default.aspx?pageId=29&macId=207289,BTC TURK YENİ MALATYASPOR,0.0,ÇAYKUR RİZESPOR A.Ş.,2.0,YENİ MALATYA STADYUMU - MALATYA - MALATYA MERKEZ,ALİ PALABIYIK,21.12.2019 - 15:00,,2,38,176,15,-2.0
1142.0,https://www.tff.org/Default.aspx?pageId=29&macId=207295,KASIMPAŞA A.Ş.,3.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,4.0,RECEP TAYYİP ERDOĞAN STADYUMU - İSTANBUL,ABDULKADİR BİTİGEN,21.12.2019 - 17:30,,2,103,78,2,-1.0
1138.0,https://www.tff.org/Default.aspx?pageId=29&macId=207291,GÖZTEPE A.Ş.,2.0,GALATASARAY A.Ş.,1.0,BORNOVA AZİZ KOCAOĞLU STADYUMU - İZMİR - BORNOVA,SERKAN TOKAT,21.12.2019 - 20:00,,1,90,76,160,1.0
1140.0,https://www.tff.org/Default.aspx?pageId=29&macId=207293,GENÇLERBİRLİĞİ,2.0,DEMİR GRUP SİVASSPOR,2.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,HALİS ÖZKAHYA,22.12.2019 - 14:00,,0,83,51,75,0.0
1143.0,https://www.tff.org/Default.aspx?pageId=29&macId=207296,İSTİKBAL MOBİLYA KAYSERİSPOR,1.0,MEDİPOL BAŞAKŞEHİR FK,4.0,BÜYÜKŞEHİR BELEDİYESİ KADİR HAS - KAYSERİ,ALİ ŞANSALAN,22.12.2019 - 16:30,,2,184,125,18,-3.0
1141.0,https://www.tff.org/Default.aspx?pageId=29&macId=207294,FENERBAHÇE A.Ş.,3.0,BEŞİKTAŞ A.Ş.,1.0,ÜLKER STADYUMU FB ŞÜKRÜ SARACOĞLU SPOR KOMPLEKSİ -,CÜNEYT ÇAKIR,22.12.2019 - 19:00,,1,68,34,48,2.0
1137.0,https://www.tff.org/Default.aspx?pageId=29&macId=207290,İTTİFAK HOLDİNG KONYASPOR,0.0,TRABZONSPOR A.Ş.,1.0,KONYA BÜYÜKŞEHİR BELEDİYE STADYUMU - KONYA,HALİL UMUT MELER,23.12.2019 - 20:00,,2,185,157,74,-1.0
1144.0,https://www.tff.org/Default.aspx?pageId=29&macId=207297,YUKATEL DENİZLİSPOR,1.0,AYTEMİZ ALANYASPOR,5.0,DENİZLİ ATATÜRK STADI - DENİZLİ,HÜSEYİN GÖÇEK,23.12.2019 - 20:00,,2,165,23,86,-4.0
1147.0,https://www.tff.org/Default.aspx?pageId=29&macId=207300,BEŞİKTAŞ A.Ş.,4.0,GENÇLERBİRLİĞİ,1.0,VODAFONE PARK - İSTANBUL - BEŞİKTAŞ,FIRAT AYDINUS,27.12.2019 - 20:30,,1,34,83,66,3.0
1148.0,https://www.tff.org/Default.aspx?pageId=29&macId=207301,MKE ANKARAGÜCÜ,2.0,YUKATEL DENİZLİSPOR,2.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,ARDA KARDEŞLER,28.12.2019 - 15:00,,0,130,165,20,0.0
1146.0,https://www.tff.org/Default.aspx?pageId=29&macId=207299,MEDİPOL BAŞAKŞEHİR FK,5.0,KASIMPAŞA A.Ş.,1.0,BAŞAKŞEHİR FATİH TERİM - İSTANBUL - BAŞAKŞEHİR,ATİLLA KARAOĞLAN,28.12.2019 - 17:30,,1,125,103,22,4.0
1150.0,https://www.tff.org/Default.aspx?pageId=29&macId=207303,TRABZONSPOR A.Ş.,6.0,İSTİKBAL MOBİLYA KAYSERİSPOR,2.0,ŞENOL GÜNEŞ SPOR KOMPLEKSİ - TRABZON - TRABZON MER,HÜSEYİN GÖÇEK,28.12.2019 - 17:30,,1,157,184,86,4.0
1153.0,https://www.tff.org/Default.aspx?pageId=29&macId=207306,GALATASARAY A.Ş.,5.0,ANTALYASPOR A.Ş.,0.0,ALİ SAMİ YEN SPOR KOMPLEKSİ TÜRK TELEKOM STADYUMU ,ABDULKADİR BİTİGEN,28.12.2019 - 20:00,,1,76,17,2,5.0
1145.0,https://www.tff.org/Default.aspx?pageId=29&macId=207298,DEMİR GRUP SİVASSPOR,1.0,GÖZTEPE A.Ş.,0.0,YENİ 4 EYLÜL STADI - SİVAS,YAŞAR KEMAL UĞURLU,29.12.2019 - 14:00,,1,51,90,184,1.0
1149.0,https://www.tff.org/Default.aspx?pageId=29&macId=207302,AYTEMİZ ALANYASPOR,2.0,İTTİFAK HOLDİNG KONYASPOR,1.0,BAHÇEŞEHİR OKULLARI STADYUMU - ANTALYA - ALANYA,ÜMİT ÖZTÜRK,29.12.2019 - 16:30,,1,23,185,209,1.0
1151.0,https://www.tff.org/Default.aspx?pageId=29&macId=207304,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,BTC TURK YENİ MALATYASPOR,1.0,KALYON STADYUMU - GAZİANTEP,BAHATTİN ŞİMŞEK,29.12.2019 - 16:30,,0,78,38,30,0.0
1152.0,https://www.tff.org/Default.aspx?pageId=29&macId=207305,ÇAYKUR RİZESPOR A.Ş.,1.0,FENERBAHÇE A.Ş.,2.0,ÇAYKUR DİDİ - RİZE,HALİL UMUT MELER,29.12.2019 - 19:00,,2,176,68,74,-1.0
1160.0,https://www.tff.org/Default.aspx?pageId=29&macId=207313,MKE ANKARAGÜCÜ,0.0,İTTİFAK HOLDİNG KONYASPOR,1.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,ALPER ULUSOY,17.01.2020 - 20:00,,2,130,185,11,-1.0
1159.0,https://www.tff.org/Default.aspx?pageId=29&macId=207312,AYTEMİZ ALANYASPOR,5.0,HES KABLO KAYSERİSPOR,1.0,BAHÇEŞEHİR OKULLARI STADYUMU - ANTALYA - ALANYA,ALİ PALABIYIK,18.01.2020 - 14:00,,1,23,95,15,4.0
1156.0,https://www.tff.org/Default.aspx?pageId=29&macId=207309,MEDİPOL BAŞAKŞEHİR FK,4.0,BTC TURK YENİ MALATYASPOR,1.0,BAŞAKŞEHİR FATİH TERİM - İSTANBUL - BAŞAKŞEHİR,SERKAN TOKAT,18.01.2020 - 17:00,,1,125,38,160,3.0
1155.0,https://www.tff.org/Default.aspx?pageId=29&macId=207308,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,0.0,FENERBAHÇE A.Ş.,2.0,KALYON STADYUMU - GAZİANTEP,HÜSEYİN GÖÇEK,18.01.2020 - 20:00,,2,78,68,86,-2.0
1162.0,https://www.tff.org/Default.aspx?pageId=29&macId=207315,ANTALYASPOR A.Ş.,0.0,GÖZTEPE A.Ş.,3.0,ANTALYA STADYUMU - ANTALYA,ATİLLA KARAOĞLAN,19.01.2020 - 13:30,,2,17,90,22,-3.0
1158.0,https://www.tff.org/Default.aspx?pageId=29&macId=207311,TRABZONSPOR A.Ş.,6.0,KASIMPAŞA A.Ş.,0.0,ŞENOL GÜNEŞ SPOR KOMPLEKSİ - TRABZON - TRABZON MER,ZORBAY KÜÇÜK,19.01.2020 - 16:00,,1,157,103,195,6.0
1161.0,https://www.tff.org/Default.aspx?pageId=29&macId=207314,GALATASARAY A.Ş.,2.0,YUKATEL DENİZLİSPOR,1.0,ALİ SAMİ YEN SPOR KOMPLEKSİ TÜRK TELEKOM STADYUMU ,YAŞAR KEMAL UĞURLU,19.01.2020 - 16:00,,1,76,165,184,1.0
1154.0,https://www.tff.org/Default.aspx?pageId=29&macId=207307,BEŞİKTAŞ A.Ş.,1.0,DEMİR GRUP SİVASSPOR,2.0,VODAFONE PARK - İSTANBUL - BEŞİKTAŞ,ALİ ŞANSALAN,19.01.2020 - 19:00,,2,34,51,18,-1.0
1157.0,https://www.tff.org/Default.aspx?pageId=29&macId=207310,ÇAYKUR RİZESPOR A.Ş.,2.0,GENÇLERBİRLİĞİ,0.0,ÇAYKUR DİDİ - RİZE,ARDA KARDEŞLER,20.01.2020 - 20:00,,1,176,83,20,2.0
1163.0,https://www.tff.org/Default.aspx?pageId=29&macId=207316,GENÇLERBİRLİĞİ,1.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,0.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,METE KALKAVAN,24.01.2020 - 20:00,,1,83,78,105,1.0
1165.0,https://www.tff.org/Default.aspx?pageId=29&macId=207318,HES KABLO KAYSERİSPOR,1.0,MKE ANKARAGÜCÜ,1.0,BÜYÜKŞEHİR BELEDİYESİ KADİR HAS - KAYSERİ,CÜNEYT ÇAKIR,25.01.2020 - 14:00,,0,95,130,48,0.0
1166.0,https://www.tff.org/Default.aspx?pageId=29&macId=207319,KASIMPAŞA A.Ş.,1.0,AYTEMİZ ALANYASPOR,2.0,RECEP TAYYİP ERDOĞAN STADYUMU - İSTANBUL,ÖZGÜR YANKAYA,25.01.2020 - 17:00,,2,103,23,205,-1.0
1167.0,https://www.tff.org/Default.aspx?pageId=29&macId=207320,FENERBAHÇE A.Ş.,2.0,MEDİPOL BAŞAKŞEHİR FK,0.0,ÜLKER STADYUMU FB ŞÜKRÜ SARACOĞLU SPOR KOMPLEKSİ -,FIRAT AYDINUS,25.01.2020 - 20:00,,1,68,125,66,2.0
1171.0,https://www.tff.org/Default.aspx?pageId=29&macId=207324,YUKATEL DENİZLİSPOR,0.0,ANTALYASPOR A.Ş.,3.0,DENİZLİ ATATÜRK STADI - DENİZLİ,HALİL UMUT MELER,26.01.2020 - 13:30,,2,165,17,74,-3.0
1169.0,https://www.tff.org/Default.aspx?pageId=29&macId=207322,GÖZTEPE A.Ş.,2.0,BEŞİKTAŞ A.Ş.,1.0,GÜRSEL AKSEL STADYUMU - İZMİR,HÜSEYİN GÖÇEK,26.01.2020 - 16:00,,1,90,34,86,1.0
1164.0,https://www.tff.org/Default.aspx?pageId=29&macId=207317,İTTİFAK HOLDİNG KONYASPOR,0.0,GALATASARAY A.Ş.,3.0,KONYA BÜYÜKŞEHİR BELEDİYE STADYUMU - KONYA,KORAY GENÇERLER,26.01.2020 - 19:00,,2,185,76,93,-3.0
1168.0,https://www.tff.org/Default.aspx?pageId=29&macId=207321,DEMİR GRUP SİVASSPOR,1.0,ÇAYKUR RİZESPOR A.Ş.,1.0,YENİ 4 EYLÜL STADI - SİVAS,ABDULKADİR BİTİGEN,27.01.2020 - 20:00,,0,51,176,2,0.0
1307.0,https://www.tff.org/Default.aspx?pageId=29&macId=218880,BTC TURK YENİ MALATYASPOR,1.0,TRABZONSPOR A.Ş.,3.0,YENİ MALATYA STADYUMU - MALATYA - MALATYA MERKEZ,ALİ PALABIYIK,11.03.2020 - 20:00,,2,38,157,15,-2.0
1173.0,https://www.tff.org/Default.aspx?pageId=29&macId=207326,MEDİPOL BAŞAKŞEHİR FK,3.0,GENÇLERBİRLİĞİ,1.0,BAŞAKŞEHİR FATİH TERİM - İSTANBUL - BAŞAKŞEHİR,ALPER ULUSOY,31.01.2020 - 20:00,,1,125,83,11,2.0
1178.0,https://www.tff.org/Default.aspx?pageId=29&macId=207331,ANTALYASPOR A.Ş.,0.0,İTTİFAK HOLDİNG KONYASPOR,0.0,ANTALYA STADYUMU - ANTALYA,HALİS ÖZKAHYA,1.02.2020 - 14:00,,0,17,185,75,0.0
1179.0,https://www.tff.org/Default.aspx?pageId=29&macId=207332,ÇAYKUR RİZESPOR A.Ş.,1.0,BEŞİKTAŞ A.Ş.,2.0,ÇAYKUR DİDİ - RİZE,ÜMİT ÖZTÜRK,1.02.2020 - 17:00,,2,176,34,209,-1.0
1176.0,https://www.tff.org/Default.aspx?pageId=29&macId=207329,TRABZONSPOR A.Ş.,2.0,FENERBAHÇE A.Ş.,1.0,ŞENOL GÜNEŞ SPOR KOMPLEKSİ - TRABZON - TRABZON MER,ALİ PALABIYIK,1.02.2020 - 20:00,,1,157,68,15,1.0
1174.0,https://www.tff.org/Default.aspx?pageId=29&macId=207327,MKE ANKARAGÜCÜ,1.0,KASIMPAŞA A.Ş.,1.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,HALİL UMUT MELER,2.02.2020 - 13:30,,0,130,103,74,0.0
1175.0,https://www.tff.org/Default.aspx?pageId=29&macId=207328,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,5.0,DEMİR GRUP SİVASSPOR,1.0,KALYON STADYUMU - GAZİANTEP,ARDA KARDEŞLER,2.02.2020 - 16:00,,1,78,51,20,4.0
1177.0,https://www.tff.org/Default.aspx?pageId=29&macId=207330,AYTEMİZ ALANYASPOR,2.0,BTC TURK YENİ MALATYASPOR,1.0,BAHÇEŞEHİR OKULLARI STADYUMU - ANTALYA - ALANYA,METE KALKAVAN,2.02.2020 - 16:00,,1,23,38,105,1.0
1180.0,https://www.tff.org/Default.aspx?pageId=29&macId=207333,GALATASARAY A.Ş.,4.0,HES KABLO KAYSERİSPOR,1.0,ALİ SAMİ YEN SPOR KOMPLEKSİ TÜRK TELEKOM STADYUMU ,ZORBAY KÜÇÜK,2.02.2020 - 19:00,,1,76,95,195,3.0
1172.0,https://www.tff.org/Default.aspx?pageId=29&macId=207325,YUKATEL DENİZLİSPOR,1.0,GÖZTEPE A.Ş.,1.0,DENİZLİ ATATÜRK STADI - DENİZLİ,MUSTAFA ÖĞRETMENOĞLU,3.02.2020 - 20:00,,0,165,90,122,0.0
1184.0,https://www.tff.org/Default.aspx?pageId=29&macId=207337,BTC TURK YENİ MALATYASPOR,0.0,MKE ANKARAGÜCÜ,1.0,YENİ MALATYA STADYUMU - MALATYA - MALATYA MERKEZ,FIRAT AYDINUS,7.02.2020 - 20:00,,2,38,130,66,-1.0
1183.0,https://www.tff.org/Default.aspx?pageId=29&macId=207336,İTTİFAK HOLDİNG KONYASPOR,0.0,YUKATEL DENİZLİSPOR,0.0,KONYA BÜYÜKŞEHİR BELEDİYE STADYUMU - KONYA,VOLKAN BAYARSLAN,8.02.2020 - 14:00,,0,185,165,180,0.0
1185.0,https://www.tff.org/Default.aspx?pageId=29&macId=207338,GENÇLERBİRLİĞİ,0.0,TRABZONSPOR A.Ş.,2.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,HÜSEYİN GÖÇEK,8.02.2020 - 17:00,,2,83,157,86,-2.0
1186.0,https://www.tff.org/Default.aspx?pageId=29&macId=207339,BEŞİKTAŞ A.Ş.,3.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,0.0,VODAFONE PARK - İSTANBUL - BEŞİKTAŞ,ALPER ULUSOY,8.02.2020 - 17:00,,1,34,78,11,3.0
1181.0,https://www.tff.org/Default.aspx?pageId=29&macId=207334,FENERBAHÇE A.Ş.,1.0,AYTEMİZ ALANYASPOR,1.0,ÜLKER STADYUMU FB ŞÜKRÜ SARACOĞLU SPOR KOMPLEKSİ -,ÜMİT ÖZTÜRK,8.02.2020 - 20:00,,0,68,23,209,0.0
1189.0,https://www.tff.org/Default.aspx?pageId=29&macId=207342,HES KABLO KAYSERİSPOR,2.0,FRAPORT-TAV ANTALYASPOR,2.0,BÜYÜKŞEHİR BELEDİYESİ KADİR HAS - KAYSERİ,KORAY GENÇERLER,9.02.2020 - 13:30,,0,95,70,93,0.0
1182.0,https://www.tff.org/Default.aspx?pageId=29&macId=207335,DEMİR GRUP SİVASSPOR,1.0,MEDİPOL BAŞAKŞEHİR FK,1.0,YENİ 4 EYLÜL STADI - SİVAS,HALİS ÖZKAHYA,9.02.2020 - 16:00,,0,51,125,75,0.0
1188.0,https://www.tff.org/Default.aspx?pageId=29&macId=207341,KASIMPAŞA A.Ş.,0.0,GALATASARAY A.Ş.,3.0,RECEP TAYYİP ERDOĞAN STADYUMU - İSTANBUL,METE KALKAVAN,9.02.2020 - 19:00,,2,103,76,105,-3.0
1308.0,https://www.tff.org/Default.aspx?pageId=29&macId=218881,GÖZTEPE A.Ş.,2.0,ÇAYKUR RİZESPOR A.Ş.,0.0,GÜRSEL AKSEL STADYUMU - İZMİR,MUSTAFA ÖĞRETMENOĞLU,17.03.2020 - 20:00,,1,90,176,122,2.0
1192.0,https://www.tff.org/Default.aspx?pageId=29&macId=207345,MEDİPOL BAŞAKŞEHİR FK,1.0,BEŞİKTAŞ A.Ş.,0.0,BAŞAKŞEHİR FATİH TERİM - İSTANBUL - BAŞAKŞEHİR,ABDULKADİR BİTİGEN,14.02.2020 - 20:00,,1,125,34,2,1.0
1198.0,https://www.tff.org/Default.aspx?pageId=29&macId=207351,YUKATEL DENİZLİSPOR,0.0,HES KABLO KAYSERİSPOR,1.0,DENİZLİ ATATÜRK STADI - DENİZLİ,ÖZGÜR YANKAYA,15.02.2020 - 14:00,,2,165,95,205,-1.0
1193.0,https://www.tff.org/Default.aspx?pageId=29&macId=207346,İTTİFAK HOLDİNG KONYASPOR,1.0,GÖZTEPE A.Ş.,3.0,KONYA BÜYÜKŞEHİR BELEDİYE STADYUMU - KONYA,ALİ ŞANSALAN,15.02.2020 - 17:00,,2,185,90,18,-2.0
1195.0,https://www.tff.org/Default.aspx?pageId=29&macId=207348,MKE ANKARAGÜCÜ,2.0,FENERBAHÇE A.Ş.,1.0,ERYAMAN STADYUMU - ANKARA - ETİMESGUT,METE KALKAVAN,15.02.2020 - 20:00,,1,130,68,105,1.0
1194.0,https://www.tff.org/Default.aspx?pageId=29&macId=207347,AYTEMİZ ALANYASPOR,0.0,GENÇLERBİRLİĞİ,1.0,BAHÇEŞEHİR OKULLARI STADYUMU - ANTALYA - ALANYA,ATİLLA KARAOĞLAN,16.02.2020 - 13:30,,2,23,83,22,-1.0
1190.0,https://www.tff.org/Default.aspx?pageId=29&macId=207343,TRABZONSPOR A.Ş.,2.0,DEMİR GRUP SİVASSPOR,1.0,ŞENOL GÜNEŞ SPOR KOMPLEKSİ - TRABZON - TRABZON MER,CÜNEYT ÇAKIR,16.02.2020 - 16:00,,1,157,51,48,1.0
1196.0,https://www.tff.org/Default.aspx?pageId=29&macId=207349,GALATASARAY A.Ş.,1.0,BTC TURK YENİ MALATYASPOR,0.0,ALİ SAMİ YEN SPOR KOMPLEKSİ TÜRK TELEKOM STADYUMU ,ALPER ULUSOY,16.02.2020 - 19:00,,1,76,38,11,1.0
1191.0,https://www.tff.org/Default.aspx?pageId=29&macId=207344,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,2.0,ÇAYKUR RİZESPOR A.Ş.,0.0,KALYON STADYUMU - GAZİANTEP,ALİ PALABIYIK,17.02.2020 - 20:00,,1,78,176,15,2.0
1197.0,https://www.tff.org/Default.aspx?pageId=29&macId=207350,FRAPORT-TAV ANTALYASPOR,3.0,KASIMPAŞA A.Ş.,1.0,ANTALYA STADYUMU - ANTALYA,ARDA KARDEŞLER,17.02.2020 - 20:00,,1,70,103,20,2.0
1203.0,https://www.tff.org/Default.aspx?pageId=29&macId=207356,DEMİR GRUP SİVASSPOR,1.0,AYTEMİZ ALANYASPOR,0.0,YENİ 4 EYLÜL STADI - SİVAS,ZORBAY KÜÇÜK,21.02.2020 - 20:00,,1,51,23,195,1.0
1205.0,https://www.tff.org/Default.aspx?pageId=29&macId=207358,HES KABLO KAYSERİSPOR,2.0,İTTİFAK HOLDİNG KONYASPOR,2.0,BÜYÜKŞEHİR BELEDİYESİ KADİR HAS - KAYSERİ,ARDA KARDEŞLER,22.02.2020 - 14:00,,0,95,185,20,0.0
1200.0,https://www.tff.org/Default.aspx?pageId=29&macId=207353,GÖZTEPE A.Ş.,1.0,GAZİANTEP FUTBOL KULÜBÜ A.Ş.,1.0,GÜRSEL AKSEL STADYUMU - İZMİR,SUAT ARSLANBOĞA,22.02.2020 - 17:00,,0,90,78,163,0.0
1204.0,https://www.tff.org/Default.aspx?pageId=29&macId=207357,BEŞİKTAŞ A.Ş.,2.0,TRABZONSPOR A.Ş.,2.0,VODAFONE PARK - İSTANBUL - BEŞİKTAŞ,FIRAT AYDINUS,22.02.2020 - 20:00,,0,34,157,66,0.0
